text,gender
The archives are working again... Sorry if I bothered anyone !,female
*sigh* i'm considering suing max bcuz this burn on my leg isn't gettin any better...,female
Grand Master Flizzash tonizzight. should be good. I shouldnt have eaten that extra rissole. ;(,female
"urlLink Pigments through the Ages - detailed pigment histories, recipes",female
"Elizabeth Engum Composition I Spring Board Julie Lunblad July 28, 2004 Mature?",female
urlLink the charlie's angels three...no longer urlLink,female
urlLink Vacation in Mexico - El Palmar beach & tennis resort,female
urlLink It's almost as if Tita Geny's sun glasses are on my face instead of on hers... urlLink,female
urlLink I Got to dance w the pimp!!! hehehe urlLink,female
i feel like poop today. hope somebody is having a good day.,female
urlLink Christian Activities TITLE: [LOTR Return of the King Rules!],female
"Man, it feels like my PC is moving at lightening speed compared to recently. Thanks Nerd!",female
urlLink I am 22% evil. urlLink Take the test :: urlLink koolplace.com,female
Wow..I'm suprised how easy this is to use..I should have started one a long time ago..=),female
urlLink We are consumers. There was a lunch there. WE consumed it. urlLink,female
urlLink NOt me~~don't shock~~K~pretty girl~~wanna kau~~Cannot PPl got boyfren oledi lo~` urlLink,female
Happy Anniversary Cara!!! Good luck Jen- sorry I missed your call last night! Knock 'em dead!!,female
urlLink MSNBC - Boy starts breathing as he's prepared for funeral Do you believe in miracles?,female
Indeed it was. As long as you admit your faults..its all good.,female
[edit] [edit] I am in love with this movie. And Harry.,female
Sunflowers in the garden by my apartment. urlLink urlLink,female
I need a foot massage and a 24 hour nap..... badly.,female
"JERK! GROW UP, GEEZ! FOR ONCE IN YOUR LIFE JUST BE MATURE!",female
urlLink cinema-scope sat. May 22 @ the standard hotel,female
urlLink this is me 2 weeks ago at my birthday party urlLink,female
urlLink Singin' prefects' songs with the new board urlLink,female
"With GREAT pleasure! You really DO want to fail, don't you? ;)",female
urlLink S'mores in the City? Here are the kids having a 'apartment' marshmello roast. urlLink,female
I am Daisy Moss of Lake-by-Downs.. Brian is Todo Burrows. Why does he sound like a dog?,female
<img src='http://images.quizilla.com/M/MissAnthropy/1077072793_glassheart.jpg' border='0' alt='glass,female
urlLink AAAAAAAAAAHAHAHAHAHAHA! i really really enjoyed this... for what reason? i have no idea.,female
until now .. do u noe i still tink of u evrynite ?,female
Proof that urlLink Orlando Bloom is very hot. Yay Pistons!,female
urlLink 'Shy Boy!'~Notice the milk all over his chin! urlLink,female
Hercules urlLink ?? Which Of The Greek Gods Are You ?? brought to you by urlLink Quizilla,female
urlLink aaww i was a cute baby Posted by urlLink Hello,female
"urlLink Hippos, another special effect (Yea, I know, I'm speeeeeciallll....) (*lol*) urlLink",female
aw fer peat's sake.. i screwed up the template. grumble.,female
urlLink urlLink what sort of weirdo are you? this quiz by urlLink orsa,female
urlLink This is Manchester at 10pm and the sky is not dark yet. urlLink,female
"I'm, sorry but this movie deserves a whole blog. urlLink Yonkis.com Maddness - it's worth the wait.",female
urlLink Isn't this a beautiful picture? I just love it! Hagg Lake 6-13-04 urlLink,female
"does anyone still have their permit test, and if they do, could i borrow it to study from???",female
im bored....... what a suprise i cant think of anything to write in here.,female
"vlad, is www.vladster.com your own server or smth..? or anyone, hook me up with a reliable shell",female
Back up to 223.5! Yuck. Netter has to start watching what she eats!,female
Behind every successful man is a surprised woman. -Maryon Pearson-,female
urlLink Do you think this makes me look fat? urlLink,female
"the original look is always the best, so i'm putting it back onto the orange background.",female
Lordin' over the doggies... (Photo taken last year),female
urlLink Nick in his brand new Carharts-Night of his 1st fire urlLink,female
urlLink The same vertical tank at Houston Aquarium with school of fish at the top. urlLink,female
What I learned on my Birthday... I have great friends I'm not 21 any more I have great friends :),female
I want to see if I can get this damn thing to work. urlLink So here it goes.,female
"Okee...your song was a bit odd lol, no Adam, jkz, its good",female
I like this blog more than the burning sensation I sometimes get when I urinate.,female
urlLink Sage decides to call this puppy Dice...but then changes his name to Farty. Too bad! urlLink,female
i contemplate the day we wed. your friends are boring me to death. your veil is ruined in the rain.,female
urlLink urlLink Which Famous Homosexual are you ? Brought to you by urlLink Rum and Monkey,female
Minutes : 102 Messages : 224 Somethings just not right...,female
a girl just need five minutes on her own to sob ...,female
urlLink ThinkHolistic.com - Knowledge Base : 'Isn't the spiritual/religion route just a cop out? ',female
"If cavemen and astronauts got into a fight, who would win? Do the astronauts have weapons? No",female
"and vlady, u can not surf from inside the metro, hooo come on future elec. eng..........",female
I still didn't get the Michael W. Smith CD *cryyyyyyyyy*,female
"The Coney Island Fireworks scarf, half complete. urlLink",female
I gotta be honest when I say I'm thinkin' of you...,female
cubs win! see i waited a whole 90 minutes before posting that. j,female
"the best things in life are free, but you can save them for the birds and bees",female
"good god man, that is some delicate work on that hair. bravo. I love it.",female
"urlLink Powerbook G4 15in Alum Take-Apart Interesting, the PB G4 15' has two fans...",female
"Since this is becoming a t-shirt image blog and all, I figured we needed a logo t-shirt.",female
"if you're interested in urlLink Kirsten Ulve , urlLink here is some more about her.",female
a Sissy Spacek urlLink movie which one would you be?,female
does any one know how to say urlLink swolen in spanish? ouch.,female
urlLink M2 Chair n Daddy spy drinking milo during their ping pong break~ urlLink,female
I've given in... got myself a blog. I wonder how long it will last :),female
can make a man urlLink this happy . 1. me 2. winning an elimination playoff game,female
urlLink Cocktail hour before dinner at the Kimball's. urlLink,female
"okay, i miss reading new posts on angie's site. help me. please.",female
Happy (slightly anticipated) Blogoversary to Michelle at urlLink And Then ? !,female
urlLink alex...what a hottie...love that kid... urlLink,female
"You. Me. urlLink Blogorama . (Oh yeah and some vodka. Actually, a lot of vodka.)",female
Okay friends. I have 3 more gmail invites to offer up. UPDATE==GONE,female
I'm home too. So yes linds you better tell me what's up with ou mom and Zabeth....don't kill me,female
"Ok, I've waited long enough. I want to see the huge post!!!",female
The people who live above me listen to rap music and vacuum almost every morning. That's annoying.,female
1905. i'm not talking 2 fast! your just listening 2 slow.,female
Allie IS... Curly also note how this is early in the morning and therefor Allie also IS... unwashed.,female
I am an urlLink American Imperialist Pig (link from urlLink LGF ),female
Please check out our school's site urlLink Southville International School,female
urlLink Near the African American Civil War Museum urlLink,female
M: she thanks her lucky stars we are well-adjusted,female
I suck at life. Seriously. Serious post. I'll say it 'gain. For good measure. I suck at life.,female
i am feeling SO much better today. thank goodness. i love being lazy. haha.,female
Brian wants to be GOGO from Kill Bill for Halloween!,female
"urlLink Carolyn, baby Jaclyn, and sister Jackie on Jackie's visit to California, April, 2004 urlLink",female
urlLink Pleasure. Thinking of a holiday. Back to phuket? urlLink,female
"TJ took these pix ( urlLink this one and urlLink this one ), and I thought they were super cool.",female
i enabled the comments section. have fun! let me know what you think.,female
"sorry Mandy, here you go Val: 1. Anything by War, it is a great band.",female
And all the programming errors that are associated with it!,female
"So, Diana, how did Todd pop the question? Can't wait to hear the story -- congrats again!!",female
urlLink Taken at Royal Brunei Airlines while waiting for our departure. urlLink,female
DONT YOU LOVE WHEN YOUR PARENTS GET YOU YOUR OWN DEBIT CARD!!!!!!!!!!?!?!?!?!!?!,female
"urlLink BECKY the Band (from left to right) Keanu, Becky, Rob, Paulie www.beckyband.com",female
I really like the Yeah Yeah Yeah's cover of 'Mr. You're on Fire Mr.' I'm blaming this on sobriety.,female
urlLink okie so jim takes nice pictures too! urlLink,female
"stepping on my balcony at 7am, it felt like a summer morning in melbourne.",female
"I remember when I used to write things of substance on this site. Now, it's all bullshit.",female
"Oh good, I'm not the only one who urlLink can't walk in heels .",female
urlLink urlLink Nggghhaahhh! urlLink Grrr arrr Rum and Monkey.,female
So this is it. My first blog. I'm not yet sure what I'll do with it.,female
Sweet lil froshies. Thanks for the second part of the birthday weeshes.,female
urlLink The picture is actually a lot more fun than the game itself. urlLink,female
Interesting posts on campus ministry and such over at urlLink Pro Deo urlLink et urlLink Patria .,female
"Because...if you don't vote for Bush, you hate freedom. Duh!",female
DANA YOU MUST COME OVER!!! Come over sometime and we can go stalk Avi!! :D I am 13!!! YAY!!!,female
do you think urlLink this will stop us? muhahahahaha!,female
"ok, so blogger now has spell check, which i will also not be using for reasons of my own.........",female
"yes I had the time of my life, and I owe it all to you",female
"i got home at 9 i tihnk ? im knoackered but there u go, it woz absolutly brill dasa ll i can say",female
urlLink Me and my dad at my cousin's wedding in May urlLink,female
HWAN: inkblot and the divine miss j... urlLink FUACATE!,female
"Its raining outside, and me and yasmin are bored as fuck. nothing more to say.",female
Quote of the Day 'i believe my life goals all involve amazing men',female
Here's a fun little game: urlLink Which Peanuts Character Are You?,female
cIndY...w...h...er...e......r.......u......?...................,female
Current Song: Saves The Day- Certain Tragedy I got New Found Glory tickets! Haha...suckers!!,female
A. Perfect. Moment. Starbuck's. Venti hot chocolate. Jazz. An insatiable read.,female
HEE HEE! EVERYONE LOOK DOWN!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,female
... Points for 15.11.: 21.5 / 22 16.11.: 22 / 22 17.11.: 22.5 / 22,female
Saturday nite wasted coz no electricity till round 12 sumthing....Oredi sleeping tt time....Shit....,female
Hey Guys.... urlLink Which Evil Criminal are You ?,female
did you know that alton brown has a urlLink weblog ?,female
we're all moved in and ready to go! and in case you didn't know..farting is always funny.,female
urlLink Saturday night!!!! Clubbin night ended up being movie night!!! urlLink,female
I liked watching people kick ass. That part was fun. And I liked all the kissing.,female
urlLink D3 FL@GG!3S @ND DRUMM3RS W!TH @ZL@N..T@K3N 0N 3RD OF JULY,female
urlLink fucking a marine really is a patriotic act. [via urlLink the black table ],female
"Amber, is Brook Shields bigger in real life? I imagine her as this amazon woman.",female
now i am here and i expect my life to change. ............ still waiting..... ............,female
Dang it. I already made a pledge to myself that I would not go to urlLink Las Vegas this year.,female
"Too all Pakistan-Haters and Takhreeb-kars, I say: 'EAT SHIT & DIE!'",female
The hardest thing in this world is to live in it.- Wesley,female
Special note for Gardiner: DJ Bobo is playing Berlin while Im here..... Im tempted,female
"This is the saddest movie I've seen in a long time. I cried, a lot. Come Back Little Sheba",female
urlLink 'Showstoppers' my first evening out urlLink,female
urlLink I LOVE THIS FOOOOOOOOOOOOD I CAN KILL FOR THIS! urlLink,female
FlashofThunder18: i almost feel like those nasty middle aged hicks who like to watch lesbian porn,female
just wanted to let everyone know that my cum tastes like pineapples.,female
Forget urlLink Drugs and the Olympics .......the BIG money is really in urlLink udders .,female
Spinach seedlings same age as the onions below (we planted 1 row) urlLink,female
"urlLink Michael and Tony: Thank you for the pink fluffy cushion, boys! Red Hot & Pink June 5th 2004",female
HP IS UP! HELL FRIKKEN YA! i was dying here peoples...,female
urlLink ooh my favourite jrock band !! Dir en grey !!!~ urlLink,female
"Ok, so I stole it from urlLink Nerve's Weekend Review . Is that Flavor Flav?",female
Wendy has a book deal. It is about damn time. C 2004 your-non-girlfriend.com urlLink,female
"Ok people, get your butts on the blog and POST!!! That means now, mister!!!",female
"I'm worth exactly $2,286,286.00, according to urlLink humanforsale.com -- can you believe it?",female
"Oh, I know what I'm doing Sunday. Adopt a Beach. Yay.",female
urlLink A Texas-sized rest stop near OK border. urlLink,female
"If it's any consolation, that is not the final song from Grease, which is actually 'We Go Together.'",female
What's up Irene. My urlLink last post will answer your question.,female
"Greetings, Eva! London Calling indeed. I imagine Christmas will be quite charming there.",female
"Hehehe, dude, I really need to try that out on mine, that's pretty badass-sounding.",female
This is a really good 30 second spot that's anti-Bush. I got goose bumps! urlLink Bush in 30 Seconds,female
"urlLink HBCCUFO.com / Burlington, Ontario Canada Object",female
"10px; font-weight : bold; font-family : Verdana; color: #000000;'>This certifies that I, Jen,",female
"Can someone please reinvite me to the TED blog, and make me a administrator!!!",female
urlLink Finally have the corage to post this IcKy pic! YuCk! urlLink,female
Hercules urlLink ?? Which Of The Greek Gods Are You ?? brought to you by urlLink Quizilla,female
who in the hell is we? why do you refer to yourself in the way of royalty?,female
Math makes me stupid.-Allie yeah i know right? cat math.,female
I'd really like to forget today even happened. That is all.,female
dapat 'dawggeee dowggie'. konting tiis nalang magsasama-sama rin tayung muli...,female
"thanks for not taking your sweater it wasn't your intent, but it's keeping me warm. ^_^",female
(THE) SCORPION KING The week is almost over -- yippee!,female
urlLink The life skills class minus one student. urlLink,female
urlLink Dimensional shifty stuff. What is happening to this crazy world? urlLink,female
"*bangs head against wall*grrrrrr, it won't get better, ahhhhhhhhhhhh",female
"'Sancho in Doorway' by Via Carrie Mexico, January 2004",female
"Oh, good...now Mir has a hot nose and is laying about not moving. NOT!",female
The watermelon BEFORE the Peach Schnapps - Saturday 2pm urlLink urlLink,female
"cinnamon scone (microwaved, 30 seconds on high) water 2 or 3 Sour Skittles",female
"let's see, cubs 6 sox 1, top of the 7th. hey chicago what do ya say? the cubs are going to win today",female
Angie and I will not be able to attend. Revel away with you.,female
"No offense to Josh, but can we PLEASE move past this already? It's gotten way annoying. ~Z",female
"urlLink Yeah, hi, I'de like a large fry, one Big Mac, a large Coke.... urlLink",female
batzu maru iz so0o0o cool! he iz like so so so so Kyool! which meanz cute and kool.,female
urlLink *meow* urlLink What fuzzy creature are you?,female
"It'd be nice to never have emotions or feelings, but I guess thats not an option.",female
just had thanksgiving dinner with my family. oh how i hate them.,female
"urlLink Take the test , by urlLink Emily . Thanks Jeanne!",female
i LoVe Kc RaNdAll HoPkInS with allllll my heart! i heart you Kc!,female
Crying alone in the bathroom at work is the lonliest feeling on earth.,female
Thank you Lord that your mercies are new everyday.,female
"yes wise esther, don't yell at me...i know you're not yelling.",female
I saw a great bumper sticker today: BUSH CHENEY 1984 gotta love it...,female
I changed the picture for the logo in the comic. Happy now?,female
"p.s. check out the new photos, from sao paulo and buzios. deserted beach coming soon.",female
A urlLink link from urlLink Metafilter that's not war related.,female
Dante: But you hate people. Randal: But I love gatherings. Ironic isn't it?,female
It's raining. Raining hard. And I'm broke. O dear this is sad.,female
"urlLink Sisters: Carrie-Lynn, Lauren, Rachel Pictures Baby!",female
Yea i am just starting to m ake this site t hingi soo um mm yea its k inda b are....,female
urlLink If you see Andy you don�t need glasses. urlLink,female
i really should be more creative on this thing. too bad i suck.,female
urlLink BrIaN ThIeN~~ hahaz.. whose hand are dose orh~??.. =P urlLink,female
Dang you Bryan...I already have an LJ - I dunno how I feel about using a new type of blogging thing.,female
my hotmail account has 250mb storage now :D it's about time...,female
Starbucks bottled Mocha is fair. Not a fan of any flavor that gets between me and the coffee.,female
"Sigh. Two days until prelims. Actually, in two days I will be done with prelims. Sweet.",female
I'm here. Havn't went on blogger for a long time. How r u guys going?,female
urlLink The new and improved Meowing Kitty. urlLink,female
Is It wrong for your roomate to dump someone for you?,female
lalalalala smurf the whole day long No ur not!! but i know the feeling....,female
how am i clingy? i will back off....that upsets me!,female
time really flies...and before we know it...a day has gone by...four months until the year ends...,female
"hi guyz, i know ur all buisy with u fab hols but i wanna know what is going on!!!!!!!!!!!!!!!",female
urlLink What sexy girl are you brought to you by urlLink Quizilla,female
urlLink Some welcome perspective on the filthy shit-eating swine and the sickening decapitations.,female
urlLink Mom and Dad's Trip to Sweden - July 2004 -- 02,female
"HOLLOW MAN IT is Kevin Costner of Dances with Wolves, Mhel Gibson in many films and Bradd Pitt",female
urlLink what happens when an SUV lands on a grand prix. urlLink,female
What the F*** is your problem Trevor..You need help!,female
i feel like poop today. it must be this PMS thing. grrrrrrrrrr,female
"And I just thought of a better name for my blog... Diva-licious. works for now, anyway.",female
"Well, since you said please... pictures from the party are now up. Enjoy.",female
urlLink Ravens are scary and I'm never going near a big flock of birds again.,female
"for the urlLink nerd in us all - MIT open courseware, nice, like going to MIT for free ;p",female
hi im sooooooooo bored and im going to spokane in the summer YAAAAAAAAAAAAAY,female
It's my first time using this blog thing... not an expert yet... just testing~,female
i'm not really a big fan of radio head either - merry christmas eve!,female
urlLink http://hotwired.lycos.com/webmonkey/reference/html_cheatsheet/ ^ | For school tomorw.,female
You are Schroeder! urlLink Which Peanuts Character are You? brought to you by urlLink Quizilla,female
don't let anyone steal your sunshine silly. this is the only life we've got.,female
my random thought for the day: plastic has so many uses. yeah.... plastic rocks!,female
urlLink The Bodhisattvas of Babylon: Akvarium (Aquarium) for the English Speaker,female
Hey I have decided I want to try being a Katherine from now on OKO. out.,female
urlLink The best cabin (and CIT) a counselor could ask for. urlLink,female
"Bill White blogs a section from urlLink The Idea of a University , by the Venerable, of course.",female
PICTURES! Go urlLink here to see more pictures of friends and family. (my friends but not my family),female
urlLink Haloscan commenting and trackback have been added to this blog.,female
urlLink Some examples of my Rustic Relics Jewelry line... urlLink,female
That's it Pip... catching some trout at Mr. Rick's Cabin. urlLink,female
erm... im not trying to be picky or too fussy... errr... but muz it be in pink?? =/,female
urlLink Brownie..... SwEeTiE..... We're official PiMpS!!! hehe :) urlLink,female
urlLink Microsoft monopoly says Apple monopoly is too restrictive,female
rick alert! just saw rick on fox. he's in eagle co. so hopefully he'll be on often : ),female
urlLink Emotions: Wonderful and Awful all at once. urlLink,female
Somebody Finally Had the Balls to Say This urlLink Elvis fans learn the truth,female
You'd shoot them urlLink How would you kill someone brought to you by urlLink Quizilla,female
Check out the New urlLink 3 Doors Down Album urlLink,female
why does break have to end? do we really have to go to school tomorrow? I DON'T WANNA!,female
urlLink *buzz* urlLink What fuzzy creature are you?,female
Me and Brianne just made the best smores...so good I had to blog it .,female
urlLink THIS PPL ARE FREAKS.... CHECK THAT OUT!!! urlLink,female
Drudge has gone urlLink ape-shit . Holy God. I've never seen so many links on one page before.,female
"The word for today is 'bilious' , which means bad tempered; cross; irritable.",female
"I miss you, urlLink Tomoko ! I miss you, Lee! I miss you, my old school- ndc!",female
wow im at skoo i got to fix this shit when i get home,female
2dae i stay at home and play computer 4 the whole day..... 2 lazy to do any ting......hiya sian.....,female
What a day. Evil snow. Hooray for me and the car for making it home without getting killed.,female
"Steelez is cooking tea for everyone. Hurrah. Dance for me, dance.",female
lucky u my dear! i got an unfortunate fortunate 3.485:(. but hey i ain doin summer school.,female
"okay, i miss reading new posts on angie's site. help me. please.",female
"urlLink a disposable funnel that cups around the vagina, like a little genitalia shoe",female
urlLink Please visit our wedding webpage at theknot.com and sign the guestbook.,female
"Money, or actually the lack thereof, is ruining my life. That is all.",female
Can't we just talk about urlLink monkeys ? I should really be tired. Why am I not tired?,female
"I'LL NEVER TELL YOU WHAT HAPPENED, ZACK! NEVEEERRRRRRR.... OKAY MAYBE LATER. No. :P",female
Well lookie here - its PINK!! and I added the comments option. humm,female
HAPPY NATIONAL HUG DAY! here r the people that hugged me: christine giselle claire micah tiara,female
"urlLink You're free butterfly,you're free.... urlLink",female
Within maximum five minutes in my house I was wearing pajama pants. Life is good.,female
ok all my prevoius posts have been deleted why?. . . I dont no and Im to lazy to retype them.,female
"i'm so blessed!! with such awesome sisters in Christ, and the best roommates ever... thank you.",female
Please sign the guestbook. I'd like it a lot if you would =),female
(-- eL Dub --) LEAVE ME THA FUCK ALONE!!! QUIT HAUNTING ME MUTHA FUCKA!!!!,female
"just read the secret city. bwa-ha, ha, ha... good for him, man. ride on daddy-o.",female
"urlLink The crowd at the rally. 1.15 million people, dammit! urlLink",female
I have had very spotty sleep for the past four nights. This = war.,female
care to elaborate billy? i'm sure we've all done too many wrong things,female
"posted by Maria | urlLink 4:27 PM | 1 comments Tuesday, June 22, 2004 Father's Day",female
"urlLink Mika took his water, and she wouldn't get him ice cream, and he was hot. Shut UP! urlLink",female
urlLink Rollerblading n Biking around Stanley Park..,female
urlLink YAY! this was on the Comcast Home page today! urlLink,female
rena me and jaysin in my living room urlLink urlLink,female
urlLink Now we know The DaVinci Code is too popular: there's a Christian rebuttal.,female
"urlLink This goldfish has a name, it's called the 'Globe Eye or Demekin'. urlLink",female
I AM A HAPPY GIRL! I HAVE AN AIR CON DAT FINALLY WORKS! TRA LA LA LA LAAAAAAA...,female
to try to not consume chlorinated water through my nose...,female
Stupid Blogger...wouldn't let me make my writting italicized! iQUE ESTUPIDO!,female
Here are some recent photos:::::::::::::::.........,female
I think it's time that I start acknowledging my own Painting urlLink blog .,female
urlLink Tickle: IQ and Personality Tests - Tickle.com: The True IQ Test,female
Today was a great day. I spent it with Daniel. He's amazing! :D. I love him. To Daniel: MUAH!,female
"urlLink Wow, everything reminds me of you. urlLink",female
"hey, my contract runs out at the end of this month! whee!",female
I can't sleep...I ate too much chocolate cake...hee hee!,female
"woohoo.. check it out.. it's a rough sketch, but it's my latest drawing. =)",female
urlLink flowers from RPh Nan... lovely Nan. urlLink,female
Woohoo im on blogger at long last! Woohoo and nothing to ramble about...,female
It's got to be really hard to creep into places if you're a seven foot tall south african burglar,female
L I'm such a lazy fuck. I still have on my PJ's. Can you say L.O.S.E.R.?,female
urlLink This will be Andrews when it all done. urlLink,female
urlLink What rating is your journal? brought to you by urlLink Quizilla,female
urlLink i accidentally spoilt this hao tian de pic = /.. but dear kiss wo wor.. so sweet.... urlLink,female
urlLink Me and Jonathan...oh he's so cute..:) urlLink,female
That's what I am! I've decided to buy a good wool coat to wear over it instead!,female
urlLink my favourite Australian designer is Collette Dinnigan.,female
"What's in Oregon that tickles your fancy? Pacific Northwest is, like, SO '94.",female
"Some actions are urlLink constructive . Others are urlLink obstructive . Thank You, The Management",female
"don't worry about yel, harmony, he's been pretty grouchy lately.",female
The Feast of St. John the Apostle is today. More information on him can be found urlLink here .,female
urlLink Being pregnant I don't drink unlike husband! Some of our holiday snaps from Lake Garda 2004,female
what must it feel like to actually want to live your life? i assure you i haven't the fairest idea,female
urlLink On the way to Burrow's before heading off to Anthony's!!! hehehe :) urlLink,female
'I want you to get out of my dreams' www.explodingdog.com urlLink READ MORE!,female
Has anyone else noticed the new and improved Blogger features? Neato-burrito!,female
urlLink haha i copied my Siren LDD's death form ! hee xD urlLink,female
Hee. Either Kelly or Rachel is a Man. With a capital M. That's funny.,female
How and when did I get like this? I would like to know.,female
I never realized... how wholesome it felt to listen to a Beatles album. (Revolver),female
I've been thinking a lot about the laff-a-lympics lately. I wonder why....,female
term papers make me angry. i don't see the point in jacobs. at least i will eat dinner soon.,female
urlLink Cat Of The Day is hilarious. Check out urlLink Fluffy,female
Do you mean human beings in general or just Americans?,female
"urlLink 'Oh Daddy, this is soooo much fun...!' urlLink",female
when did you leave and when are you coming back? CALL!,female
I'm tired......................... nightnight.................... lol,female
urlLink http://www.h1hummer.com/uploads/Blondestar2004.mp3 I thought this was soooo funny!!,female
urlLink This is a picture i took of a weird flying guy who stole our frisbee yesterday. urlLink,female
urlLink this was interesting a tornado on the water lame the camera didnt help me urlLink,female
urlLink Los Angeles Offers Free Parking to Hybrid Vehicles,female
"urlLink Mika, standing next to part of the finished fence. urlLink",female
urlLink Me and my mom in the ferry! Feeling so excited about getting there.... urlLink,female
"Can I shoot him? Is that allowed? Or, is torture the only way?",female
urlLink Bruce explains why he bought Laura her present. urlLink,female
we were meant to be; destined from the very beginning...,female
"urlLink Camille and Chelsea, she makes me look tall. What a cutie. urlLink",female
HOT DAMN! New look. Now I feel like this thing is less playskool.,female
"For that matter, one could say all ideologies are absolutist.",female
Chocolates ... chocolates ... chocolates ... chocolates ...,female
urlLink Its not easy being CHEESEY.....(Bub)(Kevin Lee) Dori,female
Submit yourselves therefore to God. Resist the devil &amp; he will flee from you.,female
The urlLink perfect mobile phone for the office...,female
"urlLink Northridge-size earthquakes possible in Orange County, UCI researchers find",female
urlLink Captain Kangaroo passed away today in Vermont.,female
Yeah. Stick to Geocities. I want to go to an arcade. EWW! LINK PORN!!!!!! T___T,female
urlLink Heya! Guess who this beautiful babe is :-p teeheehee urlLink,female
http://www.naseeb.com/thumbs/bucket44/o_61853924726144_15411.JPG (Butameez) What a dork,female
urlLink I thought this shot was really cool... something about a man with a guitar! urlLink,female
Denise and Isaac on a little hike... Close up... Isaac...,female
At Tim Tam's farewell dinner... Oh YUM! urlLink urlLink,female
fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck fuck,female
urlLink Ooooo Shiney! urlLink What Random Object From Ydoc Nameloc's Room Are You?,female
You want to see a WIP picture? I'm about four inches in and have already begun the waist decreases.,female
Brian-sneeze? Is that a bf we should all know about? [read: fix spello Zeeeeeeee!!],female
urlLink Looking east from inside the Silver Run Tunnel. urlLink,female
still cigarette free. determined to beat it this time.,female
smoking kills drinking kills EVERYTHING KILLS fruitshake shot.,female
"Yes Mel, on faut souffrir d'etre belle...but if we didn't everyone else would suffer!",female
YYYYYYYYYYYYYYYYYYYYYYYYY ORLANDO ORLANDO ORLANDO ORLANDO ORLANDO,female
urlLink LETS PLAY POCKER!!!!!!!!!!! Y DO GIRLS NEVER KNOW HOW TO PLAY POCKER??? LOL urlLink,female
That's cool...... urlLink What San-X Character Are You?,female
Never go to bed mad. Stay up and fight. - Phyllis Diller -,female
my name in the class is Chung Kim... i prefer to go by Shawn... that's all,female
Why is it I can't go outside naked? I am protected by the privacy of my own little world. ---S.,female
Toy Cool morphing faces toy urlLink here . I'll put it on the toy list. Link from urlLink Frida .,female
"oh yeah, and i got a cool testemonial from david on urlLink friendster . this made me smile today.",female
saw the movie the bourne identity on hbo tonight. julia stiles looked a lot like ayn on this one. :D,female
"urlLink Mr. Mike, Chris-the-Great, Greg, Erin & Eli outside the UCB Theatre. urlLink",female
hee heee that last one was sort of a really ranty poem,female
hell yes again! dont feel too bloaty. but woke up in the middle of the night with horrendous cramps,female
"Another prayer request... For urlLink Mr. and Mrs. John Gibson , after the loss of their little one.",female
"urlLink Culture wars, talking on the cell phone on the way to the Fiesta! urlLink",female
Jessi's party was........GREAT FUN!!!! :D I hate it when people hate me...yet so many people do,female
"i sound like a t-rex, eh? oh man you sick fuck i think ive said fuck about 78 times today",female
Oh yes. HAWAII COUNTDOWN: 14 dayyyyssssssssssssss!!,female
i think i was abducted by them at buc court off cherokee road from 1982 to 84,female
pretty young girl from russia wins the wimbledon womens singles! wow!,female
WE didnt go to th cineama yesterday! We are going on Friday i think,female
(a comment by lori...talking about her dad) he wanted to eat,female
www.blogger.com launches new look and feel. pretty cool isn't it? ;),female
urlLink I'm exceptionally artistic! urlLink Find your soul type at urlLink kelly.moranweb.com .,female
urlLink Here's Lilli and my mom playing on Sunday night.,female
"urlLink haha, im just trying this whole picture thing out, but hes a hottie ey? urlLink",female
"urlLink Neetu, Aly, Aleem and I relaxing and enjoying the beach! urlLink",female
Aphrodite/Eros urlLink ?? Which Of The Greek Gods Are You ?? brought to you by urlLink Quizilla,female
in Psychic abilities? Or in curanderos? (folk healers) I'm thinking about visiting one...,female
urlLink Someone has too much time on their hands. LOL!!,female
urlLink http://djdroobie.blogspot.com/2004/07/how-can-you-argue-with-jimmy-carter.html,female
"There are a lot more pictures to put up, but it's taking too long with my dial-up connection.",female
"Video meliora, proboque; Deteriora sequor has a post full of urlLink Venerable Newman quotes .",female
urlLink George Bush's Blog courtesy of the Onion. Look theres even the nuclear launch codes!,female
"nay, john - it's happening for everyone. i'm working on fixing it when i have time...",female
Hi! Today I joined M'ina's Blog! HAZAA! And I took a quiz! urlLink Funny Animations urlLink,female
urlLink http://www.cedarpoint.com/public/inside_park/rides/thrill/ttd/ Totally awesome.,female
EU OH-OH The urlLink EU is having language issues. Quelle surprise.,female
How bout them Lakers? I say kill them all and let God sort them out.,female
"Yes, but chips are better. more for your money, weight to weight.",female
Marc-Adam shouldnt be upset just because of exam marks! Relax!,female
"you're out of place in the real world, but you belong in mine.",female
urlLink this is polly the mermaid pony hey hey ponys rule,female
It's my birthday!!!!! (not like ANYBODY cares) except for maybe Jenny,female
"Jiggy, the Plug and I ripping the hell out of Elk. Knees? Unnecessary.",female
urlLink What Classic Movie Are You? urlLink personality tests by similarminds.com,female
"ummm, hibachi?? Okkk.... or we could just go to hiibachi any night...",female
"ARGH, fever and headache, wonder if it is a migraine. Off to bed.",female
"i don't know why but i love that song, actually i lied, i know exactly why i love that song",female
